,FLEET,AC CODE,"FLT#
(OB)","FLT#
(IB)",ORIG,DEST,"DEST
(ret)","ORIG
(ret)","DEP OB
(HHMM)","ARR OB
(HHMM)","BLOCK OB
(HHMM)","DEP IB
(HHMM)","ARR IB
(HHMM)","BLOCK IB
(HHMM)",OPR,,,,,,,
Europe,B756,76J,160,161,BOS,MXP,MXP,BOS,2055,1015,0720,1145,1411,0826,NAC,,,,,,,
Europe,B756,76J,150,151,BOS,CDG,CDG,BOS,2340,1223,0643,1353,1537,0744,NAC,,,,,,,
Europe,B756,76J,134,135,BOS,BCN,BCN,BOS,2320,1222,0702,1352,1558,0806,NAC,,,,,,,
South America,B756,76J,906,907,AUS,GRU,GRU,AUS,0655,1901,1006,2016,0543,1127,NAC,,,,,,,
Asia,B756,76J,873,874,HNL,ICN,ICN,HNL,1400,1857,0957,1953,0930,0837,AAH,,,,,,,
Asia,B756,76J,879,878,HNL,NRT,NRT,HNL,1400,1726,0826,2112,0930,0718,AAH,,,,,,,
Asia,B756,76J,844,843,HNL,KIX,KIX,HNL,1435,1838,0903,2121,1010,0749,AAH,,,,,,,
Hawaii,B756,76J,4,5,HNL,SEA,SEA,HNL,1540,0006,0526,0640,0948,0608,OLD,,,,,,,
Hawaii,B756,76J,32,33,HNL,PHX,PHX,HNL,1555,0041,0546,0505,0847,0642,OLD,,,,,,,
Hawaii,B756,76J,806,807,HNL,LAS,LAS,HNL,1725,0156,0531,0500,0822,0622,OLD,,,,,,,
Central America,B756,76J,7902,,PTY,SJO,SJO,PTY,0500,0533,0133,0633,0859,0126,CARGO,,,,,,,
Hawaii,B756,76J,24,25,HNL,SFO,SFO,HNL,1855,0248,0453,0550,0826,0536,OLD,,,,,,,
Pacific,B756,76J,475,476,HNL,MEL,MEL,HNL,2125,0504,1139,0734,2156,1022,OLD,,,,,,,
Pacific,B756,76J,801,800,HNL,GUM,GUM,HNL,2205,0236,0831,0406,1523,0717,OLD,,,,,,,
Central America,B756,76J,7902,,SJO,CVG,CVG,SJO,0530,1209,0439,1309,1548,0439,CARGO,,,,,,,
Domestic,B756,76T,1490,1491,PDX,BOS,BOS,PDX,0635,1457,0522,1542,1857,0615,AUR,,,,,,,
Hawaii,B756,76T,44,45,HNL,BOS,BOS,HNL,0945,0158,1013,0500,1057,1157,OLD,,,,,,,
Pacific,B756,76T,473,472,HNL,AKL,AKL,HNL,1720,0107,0947,0337,1443,0906,OLD,,,,,,,
Hawaii,B756,76T,72,73,HNL,AUS,AUS,HNL,1830,0709,0739,0759,1201,0902,OLD,,,,,,,
Domestic,320/D,321K,626,625,LAX,RDU,RDU,LAX,1107,1855,0448,0742,1010,0528,NAC,,,,,,,
Domestic,320/D,321K,1982,2011,LAX,RDU,RDU,LAX,2326,0714,0448,2027,2255,0528,NAC,,,,,,,
Canada,737/D,738M,444,445,HNL,YVR,YVR,HNL,0600,1449,0549,1439,1814,0635,AAH,,,,,,,
Hawaii,737/D,738M,404,405,HNL,SMF,SMF,HNL,0645,1502,0517,1552,1859,0607,OLD,,,,,,,
Alaska,737/D,738M,597,596,DEN,ANC,ANC,DEN,0725,1108,0543,1158,1853,0455,OLD,,,,,,,
Domestic,737/D,738M,552,557,SFO,TPA,TPA,SFO,0725,1531,0506,1616,1912,0556,OLD,,,,,,,
Alaska,737/D,738M,513,512,SFO,ANC,ANC,SFO,0820,1213,0453,1303,1831,0428,AUR,,,,,,,
Mexico,737/D,738M,452,453,SFO,CUN,CUN,SFO,0845,1553,0508,1548,1942,0554,OLD,,,,,,,
Hawaii,737/I,738M,438,439,SAN,KOA,KOA,SAN,0959,1320,0621,1424,2250,0526,AAH,,,,,,,
Domestic,737/D,738M,1276,1277,SFO,IAD,IAD,SFO,1000,1809,0509,1854,2156,0602,OLD,,,,,,,
Caribbean,737/I,738M,3008,3009,JFK,AUA,AUA,JFK,0915,1346,0431,1446,1922,0436,AAA,,,,,,,
Domestic,737/D,738M,1924,1953,DEN,BWI,BWI,DEN,1115,1639,0324,1724,1911,0347,OLD,,,,,,,
Domestic,737/D,738M,1636,1665,SFO,PIT,PIT,SFO,1140,1931,0451,2016,2257,0541,OLD,,,,,,,
Domestic,737/D,738M,1696,1697,LAS,ORD,ORD,LAS,1200,1719,0319,1804,2013,0409,OLD,,,,,,,
Domestic,737/D,738M,1208,1209,SFO,BNA,BNA,SFO,1230,1849,0419,1934,2237,0503,OLD,,,,,,,
Alaska,737/D,738M,92,93,ANC,PDX,PDX,ANC,1235,1709,0334,1759,2056,0357,AUR,,,,,,,
Canada,737/D,738M,1950,1951,LGA,YYC,YYC,LGA,1005,1311,0506,1401,2027,0426,NAC,,,,,,,
Canada,320/D,319S,917,917,AUS,YYC,YYC,AUS,0940,1250,0410,1350,1842,0352,NAC,,0620,0930,1020,1512,0050,0050
Canada,320/D,319S,1198,1215,AUS,YYC,YYC,AUS,1820,2130,0410,0000,0452,0352,NAC,,0620,0520,0610,0710,0050,0050
Caribbean,737/I,738M,950,945,MIA,POS,POS,MIA,2015,2359,0344,0600,1011,0411,NAC,,,,,,,
Caribbean,737/D,738M,932,933,MIA,STI,STI,MIA,0940,1150,0210,1250,1514,0224,NAC,,,,,,,
Caribbean,737/I,738M,2498,2498,MIA,AUA,AUA,MIA,0855,1147,0252,1250,1556,0306,NAC,,,,,,,
Caribbean,737/I,738M,1542,1581,MIA,PUJ,PUJ,MIA,1005,1231,0226,1316,1559,0243,NAC,,,,,,,
Caribbean,737/I,738M,3136,3137,MIA,CMW,CMW,MIA,1215,1405,0150,1505,1655,0150,NAC,,,,,,,
Caribbean,737/I,738M,2922,2923,MIA,POS,POS,MIA,0945,1329,0344,1326,1737,0411,NAC,,,,,,,
Domestic,320/D,319W,964,973,RDU,IAH,IAH,RDU,0800,1001,0301,1046,1425,0239,NAC,,,,,,,
Caribbean,737/I,738M,930,931,MIA,STT,STT,MIA,1105,1351,0246,1450,1758,0308,NAC,,,,,,,
Caribbean,737/I,738M,3026,3027,JFK,SXM,SXM,JFK,0910,1305,0355,1400,1809,0409,NAC,,,,,,,
Caribbean,737/I,738M,3034,3035,JFK,ANU,ANU,JFK,0945,1350,0405,1450,1911,0421,NAC,,,,,,,
Caribbean,737/I,738M,3012,3013,JFK,POS,POS,JFK,0730,1226,0456,1429,1941,0512,NAC,,,,,,,
Caribbean,737/I,738M,2994,2995,MIA,STT,STT,MIA,1300,1546,0246,1645,1953,0308,NAC,,,,,,,
Caribbean,737/I,738M,678,679,AUS,AUA,AUA,AUS,0905,1446,0441,1545,2005,0520,NAC,,,,,,,
Central America,737/I,738M,2954,2955,MIA,GUA,GUA,MIA,2236,2330,0254,0600,1039,0239,NAC,,,,,,,
Central America,737/I,738M,2056,2057,MIA,SAP,SAP,MIA,1856,1930,0234,0630,1053,0223,NAC,,,,,,,
Central America,737/I,738M,418,419,MIA,PTY,PTY,MIA,0950,1149,0259,1250,1650,0300,NAC,,,,,,,
Domestic,E175,E7W,4440,4441,RDU,IAH,IAH,RDU,1135,1336,0301,1516,1855,0239,RBD,,,,,,,
Domestic,320/D,319W,242,241,RDU,ILM,ILM,RDU,2244,2359,0115,0600,0716,0116,NAC,,,,,,,
Domestic,737/D,738M,1897,1897,MIA,PHL,PHL,MIA,1825,2106,0241,2200,0048,0248,NAC,,,,,,,
Domestic,737/D,738M,3040,3041,PHX,LAS,LAS,PHX,1710,1837,0127,1927,2050,0123,NAC,,,,,,,
Domestic,320/D,321R,3186,3187,PHX,LAS,LAS,PHX,2038,2205,0127,1817,1940,0123,NAC,,1540,1757,1842,2056,0045,0045
Domestic,320/D,319W,1988,1989,RDU,ILM,ILM,RDU,1450,1605,0115,1645,1801,0116,NAC,,,,,,,
Domestic,737/D,738M,1433,1433,MIA,LAX,LAX,MIA,1910,2149,0539,2300,0659,0459,NAC,,,,,,,
Domestic,737/D,738M,1800,1823,PHX,MCI,MCI,PHX,1915,2354,0239,0610,0711,0301,NAC,,,,,,,
Domestic,E175,E7S,4358,4359,LGA,DTW,DTW,LGA,0925,1119,0154,1159,1342,0143,RBD,,,,,,,
Domestic,320/D,H205,164,1975,PHX,MSP,MSP,PHX,1849,2355,0306,0614,0743,0329,NAC,,,,,,,
Domestic,737/D,738M,1894,1925,AUS,IAD,IAD,AUS,1940,2347,0307,0515,0749,0334,NAC,,,,,,,
Domestic,737/D,738M,1828,1857,PHX,SJC,SJC,PHX,2052,2300,0208,0600,0755,0155,NAC,,,,,,,
Domestic,737/D,738M,1872,1871,PHX,MIA,MIA,PHX,1815,0134,0419,0600,0801,0501,NAC,,,,,,,
Domestic,737/D,738M,1330,1353,PHX,DCA,DCA,PHX,1257,2018,0421,0600,0805,0505,NAC,,,,,,,
Domestic,737/D,738M,1596,1627,PHX,EWR,EWR,PHX,1615,2353,0438,0600,0825,0525,NAC,,,,,,,
Domestic,320/D,319W,808,809,RDU,IND,IND,RDU,2030,2222,0152,0700,0843,0143,NAC,,,,,,,
Domestic,737/D,738M,290,291,MIA,IND,IND,MIA,2105,2354,0249,0555,0836,0241,NAC,,,,,,,
Domestic,320/D,321E,3292,3293,MIA,SEA,SEA,MIA,2049,0020,0631,2020,0503,0543,NAC,,0640,1011,1056,1939,0045,0045
Domestic,737/D,738M,2936,2937,MIA,JFK,JFK,MIA,2235,0124,0249,0700,0958,0258,NAC,,,,,,,
Domestic,737/D,738M,3894,3895,AUS,JFK,JFK,AUS,1927,2359,0332,0656,0959,0403,NAC,,,,,,,
Domestic,320/D,321E,838,845,PHL,SFO,SFO,PHL,1714,2030,0616,2139,0600,0521,NAC,,0630,0946,1031,1852,0045,0045
Domestic,737/D,738M,2252,2253,AUS,BOS,BOS,AUS,1940,0032,0352,0640,1006,0426,NAC,,,,,,,
Domestic,320/D,321E,566,567,PHL,SFO,SFO,PHL,0700,1016,0616,1120,1941,0521,NAC,,0635,0951,1036,1857,0045,0045
Domestic,737/D,738K,792,792,PHX,ONT,ONT,PHX,1150,1325,0135,1400,1528,0128,NAC,,,,,,,
Domestic,737/D,738M,1356,1373,MIA,TPA,TPA,MIA,0910,1032,0122,1017,1136,0119,NAC,,,,,,,
Domestic,737/D,738M,1410,1411,AUS,SNA,SNA,AUS,2022,2145,0323,0645,1141,0256,NAC,,,,,,,
Domestic,E175,E7S,4276,4277,RDU,IND,IND,RDU,1330,1529,0159,1614,1802,0148,RBD,,,,,,,
Domestic,737/D,738M,468,473,AUS,SFO,SFO,AUS,1248,1448,0400,0635,1203,0328,NAC,,,,,,,
Domestic,737/D,738M,1824,1819,AUS,LAX,LAX,AUS,0750,0906,0316,0951,1450,0259,NAC,,,,,,,
Domestic,737/D,738M,2108,2147,MIA,DCA,DCA,MIA,0900,1131,0231,1216,1452,0236,NAC,,,,,,,
Domestic,737/D,738M,3108,3109,MIA,LAX,LAX,MIA,2155,0034,0539,0655,1454,0459,NAC,,,,,,,
Domestic,737/D,738M,2291,2291,LGA,PWM,PWM,LGA,1116,1240,0124,1330,1458,0128,NAC,,,,,,,
Domestic,737/D,738M,518,521,PHX,SMF,SMF,PHX,1035,1245,0210,1325,1523,0158,NAC,,,,,,,
Domestic,E175,E7W,4426,4427,RDU,IND,IND,RDU,0715,0900,0145,0930,1100,0130,RBD,,,,,,,
Domestic,737/D,738M,690,687,PHX,SNA,SNA,PHX,1133,1310,0137,1405,1534,0129,NAC,,,,,,,
Domestic,737/D,738M,904,908,PHX,SJC,SJC,PHX,1042,1250,0208,1340,1535,0155,NAC,,,,,,,
Domestic,737/D,738M,3030,3031,JFK,PHX,PHX,JFK,1720,1948,0528,0824,1605,0441,NAC,,,,,,,
Domestic,737/D,738M,1020,1021,AUS,EWR,EWR,AUS,0735,1205,0330,1310,1610,0400,NAC,,,,,,,
Domestic,737/D,738M,2272,2317,PHX,SAN,SAN,PHX,1655,1828,0133,1920,2046,0126,NAC,,,,,,,
Domestic,737/D,738M,1526,1557,PHX,MCI,MCI,PHX,1015,1454,0239,1540,1641,0301,NAC,,,,,,,
Domestic,737/D,738M,3908,3909,PHX,LAX,LAX,PHX,1310,1439,0129,1530,1700,0130,NAC,,,,,,,
Domestic,737/D,738M,3858,3859,AUS,FCA,FCA,AUS,0840,1134,0354,1229,1704,0335,NAC,,,,,,,
Domestic,737/D,738M,322,323,MIA,PHX,PHX,MIA,0735,0936,0501,1021,1740,0419,NAC,,,,,,,
Domestic,737/D,738M,2480,2480,AUS,SBA,SBA,AUS,1010,1148,0338,1240,1749,0309,NAC,,,,,,,
Domestic,737/D,738M,712,713,AUS,SNA,SNA,AUS,1100,1223,0323,1315,1811,0256,NAC,,,,,,,
Domestic,320/D,321K,2478,2478,LAX,RDU,RDU,LAX,2135,0523,0448,0630,0858,0528,NAC,,,,,,,
Domestic,737/D,738M,2116,2151,PHX,CVG,CVG,PHX,0951,1627,0336,1714,1825,0411,NAC,,,,,,,
Domestic,737/D,738M,2970,2970,AUS,BZN,BZN,AUS,1105,1330,0325,1420,1830,0310,NAC,,,,,,,
Domestic,E190,E95,4146,4147,RDU,ISP,ISP,RDU,1345,1528,0143,1613,1803,0150,PFT,,,,,,,
Domestic,E190,E95,3560,3561,RDU,ISP,ISP,RDU,1610,1753,0143,1838,2028,0150,PFT,,,,,,,
Domestic,320/D,319S,3120,3121,RDU,JAC,JAC,RDU,0855,1129,0434,1420,2017,0357,NAC,,,,,,,
Domestic,737/D,738M,1916,1917,PHX,DCA,DCA,PHX,0850,1611,0421,1656,1901,0505,NAC,,,,,,,
Domestic,737/D,738M,824,825,AUS,SJC,SJC,AUS,1055,1251,0356,1340,1905,0325,NAC,,,,,,,
Domestic,737/D,738M,358,361,LGA,FCA,FCA,LGA,0905,1213,0508,1255,1921,0426,NAC,,,,,,,
Domestic,737/D,738M,3084,3085,PHX,EWR,EWR,PHX,0905,1643,0438,1730,1955,0525,NAC,,,,,,,
Domestic,737/D,738M,1973,1973,AUS,JFK,JFK,AUS,1128,1600,0332,1700,2003,0403,NAC,,,,,,,
Domestic,737/D,738M,2406,2407,PHX,RNO,RNO,PHX,1525,1728,0203,1813,2007,0154,NAC,,,,,,,
Domestic,737/D,738M,1312,1341,MIA,EWR,EWR,MIA,1341,1630,0249,1720,2017,0257,NAC,,,,,,,
Domestic,737/D,738M,466,471,AUS,FCA,FCA,AUS,1205,1459,0354,1551,2026,0335,NAC,,,,,,,
Domestic,737/D,738M,1338,1359,MIA,SFO,SFO,MIA,0755,1115,0620,1205,2032,0527,NAC,,,,,,,
Domestic,E145,EMJ,3602,3603,RDU,JAN,JAN,RDU,1810,1927,0217,0500,0802,0202,EMY,,,,,,,
Domestic,320/D,319W,3986,3987,RDU,JAX,JAX,RDU,2217,2357,0140,0509,0646,0137,NAC,,,,,,,
Domestic,E175,E7W,4428,4429,RDU,JAX,JAX,RDU,0940,1125,0145,1205,1350,0145,RBD,,,,,,,
Domestic,737/D,738M,1509,1509,MIA,CHS,CHS,MIA,1640,1826,0146,1911,2057,0146,NAC,,,,,,,
Domestic,737/D,738M,3056,3057,PHX,SNA,SNA,PHX,1710,1847,0137,1935,2104,0129,NAC,,,,,,,
Domestic,737/D,738M,1642,1643,LGA,BZN,BZN,LGA,1130,1421,0451,1501,2112,0411,NAC,,,,,,,
Domestic,737/D,738M,1726,1749,MIA,TPA,TPA,MIA,1750,1912,0122,1957,2116,0119,NAC,,,,,,,
Domestic,320/D,321R,3232,3233,LAX,RDU,RDU,LAX,0905,1653,0448,1555,1823,0528,NAC,,,,,,,
Domestic,320/D,321E,656,656,MIA,SEA,SEA,MIA,0829,1200,0631,1300,2143,0543,NAC,,,,,,,
Domestic,E190,E95,4604,4605,RDU,JAX,JAX,RDU,1910,2053,0143,2138,2315,0137,PFT,,,,,,,
Domestic,737/D,738M,1876,1875,AUS,DFW,DFW,AUS,1855,2002,0107,2042,2202,0120,NAC,,,,,,,
Domestic,737/D,738M,1972,1997,AUS,LGA,LGA,AUS,1343,1815,0332,1905,2208,0403,NAC,,,,,,,
Domestic,737/D,738M,3160,3161,AUS,IAH,IAH,AUS,1902,2017,0115,2057,2215,0118,NAC,,,,,,,
Domestic,737/D,738M,1856,1885,MIA,LGA,LGA,MIA,1620,1910,0250,1955,2254,0259,NAC,,,,,,,
Domestic,737/D,738M,1684,1684,JFK,PHX,PHX,JFK,1255,1523,0528,1605,2346,0441,NAC,,,,,,,
Mexico,737/I,738K,1954,1957,MIA,MEX,MEX,MIA,1455,1627,0332,1730,2234,0304,NAC,,,,,,,
Mexico,737/I,738M,2322,2359,MIA,MEX,MEX,MIA,2120,2252,0332,0500,1004,0304,NAC,,,,,,,
Domestic,737/D,738K,1202,1221,RDU,JFK,JFK,RDU,0615,0753,0138,2210,2354,0144,NAC,,,,,,,
Mexico,737/D,738M,2100,2135,PHX,SJD,SJD,PHX,1040,1250,0210,1550,1802,0212,NAC,,,,,,,
Domestic,320/D,321K,1058,1058,RDU,LAS,LAS,RDU,0935,1150,0515,1250,2137,0547,NAC,,,,,,,
Mexico,737/D,738M,844,851,AUS,SJD,SJD,AUS,1215,1255,0240,1455,1918,0223,NAC,,,,,,,
Domestic,320/D,321K,1077,1077,RDU,LAS,LAS,RDU,1430,1640,0510,1515,2240,0425,NAC,,2350,2050,2135,0035,0045,0045
South America,737/I,738M,1859,1859,AUS,BOG,BOG,AUS,1815,2319,0504,0020,0558,0538,NAC,,,,,,,
South America,737/I,738M,2996,2997,JFK,GEO,GEO,JFK,1800,2333,0533,0140,0734,0554,NAC,,,,,,,
South America,737/I,738M,914,919,MIA,BOG,BOG,MIA,2122,2359,0337,0500,0946,0346,NAC,,,,,,,
South America,737/I,738M,928,929,MIA,UIO,UIO,MIA,1952,2305,0413,0500,1016,0416,NAC,,,,,,,
South America,737/I,738M,2920,2921,MIA,GYE,GYE,MIA,1925,2255,0430,0500,1030,0430,NAC,,0945,1417,1502,1805,0045,0045
South America,737/I,738M,3138,3139,MIA,GEO,GEO,MIA,0925,1348,0423,1450,1945,0455,NAC,,,,,,,
South America,737/I,738M,2552,2553,MIA,UIO,UIO,MIA,1020,1333,0413,1435,1951,0416,NAC,,,,,,,
South America,737/I,738M,960,960,MIA,GYE,GYE,MIA,1005,1335,0430,1435,2005,0430,NAC,,,,,,,
South America,737/I,738M,963,963,MIA,BOG,BOG,MIA,1055,1332,0337,1530,2016,0346,NAC,,,,,,,
Mexico,737/D,738M,1858,1879,SFO,MEX,MEX,SFO,1445,1957,0412,2052,0035,0443,OLD,,,,,,,
Domestic,737/D,738M,804,835,SFO,IAD,IAD,SFO,1825,0234,0509,0630,0932,0602,OLD,,,,,,,
Domestic,737/D,738M,520,525,SFO,BWI,BWI,SFO,1915,0328,0513,0555,0902,0607,OLD,,,,,,,
Hawaii,737/D,738M,48,49,SFO,LIH,LIH,SFO,1950,2256,0606,2346,0801,0515,OLD,,,,,,,
Domestic,737/D,738M,1604,1625,DEN,EGE,EGE,DEN,2255,0009,0114,0750,0851,0101,OLD,,,,,,,
Domestic,E145,E4X,6232,6233,LAX,RNO,RNO,LAX,1000,1136,0136,1216,1341,0125,SSX,,,,,,,
Alaska,Q400,DH4,2306,2307,ANC,CDB,CDB,ANC,0730,0937,0207,1005,1201,0156,SSX,,,,,,,
Alaska,Q400,DH4,2308,2309,ANC,HOM,HOM,ANC,0740,0855,0115,0925,1040,0115,SSX,,,,,,,
Domestic,Q400,DH4,2326,2327,PDX,YKM,YKM,PDX,0807,0005,1558,0605,2203,1558,SSX,,,,,,,
Domestic,Q400,DH4,2320,2321,PDX,MRY,MRY,PDX,0910,1151,0241,1236,1519,0243,SSX,,,,,,,
Domestic,Q400,DH4,2328,2329,PDX,MSO,MSO,PDX,0930,1230,0200,1315,1438,0223,SSX,,,,,,,
Alaska,Q400,DH4,2316,2317,ANC,SNP,SNP,ANC,1005,1120,0115,1155,1310,0115,SSX,,,,,,,
Domestic,Q400,DH4,2330,2331,PDX,MFR,MFR,PDX,1010,1147,0137,1232,1409,0137,SSX,,,,,,,
Domestic,Q400,DH4,2332,2333,PDX,FCA,FCA,PDX,1032,1310,0138,1350,1437,0147,SSX,,,,,,,
Domestic,Q400,DH4,2334,2335,PDX,RNO,RNO,PDX,1035,1215,0140,1255,1438,0143,SSX,,,,,,,
Domestic,Q400,DH4,2336,2337,PDX,GEG,GEG,PDX,1055,1236,0141,1321,1516,0155,SSX,,,,,,,
Domestic,Q400,DH4,2338,2339,PDX,ACV,ACV,PDX,1102,1257,0155,1337,1528,0151,SSX,,,,,,,
Alaska,Q400,DH4,2312,2313,ANC,HOM,HOM,ANC,1120,1235,0115,1305,1420,0115,SSX,,,,,,,
Domestic,Q400,DH4,2340,2341,PDX,EAT,EAT,PDX,1138,1305,0127,1345,1519,0134,SSX,,,,,,,
Domestic,Q400,DH4,2342,2343,PDX,SEA,SEA,PDX,1145,1309,0124,1354,1519,0125,SSX,,,,,,,
Domestic,Q400,DH4,2344,2345,PDX,RDM,RDM,PDX,1215,1336,0121,1421,1546,0125,SSX,,,,,,,
Domestic,Q400,DH4,2346,2347,PDX,PSC,PSC,PDX,1223,1350,0127,1430,1607,0137,SSX,,,,,,,
Domestic,E175,E7W,6268,6269,LAX,RNO,RNO,LAX,2155,2331,0136,0725,0850,0125,SSX,,,,,,,
Domestic,Q400,DH4,2352,2353,STS,SNA,SNA,STS,1245,1505,0220,1545,1749,0204,SSX,,,,,,,
Domestic,Q400,DH4,2350,2351,PDX,STS,STS,PDX,1245,1504,0219,1549,1808,0219,SSX,,,,,,,
Domestic,Q400,DH4,2354,2355,PDX,YKM,YKM,PDX,1247,1330,0043,1405,1448,0043,SSX,,,,,,,
Domestic,E145,E4X,6294,6295,LAX,SAF,SAF,LAX,1000,1203,0203,1243,1452,0209,SSX,,,,,,,
Domestic,Q400,DH4,2358,2359,PDX,PUW,PUW,PDX,1327,1410,0043,1445,1528,0043,SSX,,,,,,,
Domestic,Q400,DH4,2302,2303,PDX,SUN,SUN,PDX,1345,1647,0202,1732,1858,0226,SSX,,,,,,,
Alaska,Q400,DH4,2314,2315,ANC,SDP,SDP,ANC,1420,1535,0115,1605,1720,0115,SSX,,,,,,,
Domestic,Q400,DH4,2360,2361,PDX,BZN,BZN,PDX,1420,1740,0220,1825,2017,0252,SSX,,,,,,,
Canada,Q400,DH4,2362,2363,PDX,YVR,YVR,PDX,1520,1702,0142,1752,1932,0140,SSX,,,,,,,
Domestic,Q400,DH4,2364,2365,PDX,FCA,FCA,PDX,1545,1848,0203,1933,2059,0226,SSX,,,,,,,
Domestic,Q400,DH4,2366,2367,PDX,MSO,MSO,PDX,1550,1850,0200,1935,2058,0223,SSX,,,,,,,
Domestic,Q400,DH4,2368,2369,PDX,MFR,MFR,PDX,1620,1757,0137,1842,2019,0137,SSX,,,,,,,
Domestic,Q400,DH4,2370,2371,PDX,BOI,BOI,PDX,1621,1910,0149,1955,2102,0207,SSX,,,,,,,
Alaska,Q400,DH4,2310,2311,ANC,HOM,HOM,ANC,1635,1750,0115,1820,1935,0115,SSX,,,,,,,
Alaska,Q400,DH4,2318,2319,ANC,UNK,UNK,ANC,1710,1825,0115,1855,2010,0115,SSX,,,,,,,
Canada,Q400,DH4,2322,2323,PDX,YVR,YVR,PDX,1720,1902,0142,1952,2132,0140,SSX,,,,,,,
Domestic,Q400,DH4,2372,2373,PDX,SEA,SEA,PDX,1820,1944,0124,2029,2154,0125,SSX,,,,,,,
Domestic,E175,E7W,6230,6231,LAX,SAN,SAN,LAX,0735,0933,0158,1018,1221,0203,SSX,,,,,,,
Domestic,Q400,DH4,2376,2377,PDX,ACV,ACV,PDX,2113,2245,0132,0555,0725,0130,SSX,,,,,,,
Domestic,E175,E7W,6260,6261,LAX,SAN,SAN,LAX,0935,1048,0113,1133,1237,0104,SSX,,,,,,,
Domestic,Q400,DH4,2378,2379,PDX,SEA,SEA,PDX,2120,2244,0124,2329,0054,0125,SSX,,,,,,,
Domestic,Q400,DH4,2382,2383,PDX,FCA,FCA,PDX,2127,0030,0203,0615,0741,0226,SSX,,,,,,,
Domestic,Q400,DH4,2384,2385,PDX,STS,STS,PDX,2138,2357,0219,0500,0719,0219,SSX,,,,,,,
Domestic,Q400,DH4,2386,2387,PDX,BZN,BZN,PDX,2155,0115,0220,0505,0657,0252,SSX,,,,,,,
Domestic,E175,E7W,6298,6299,LAX,SAN,SAN,LAX,1225,1338,0113,1423,1527,0104,SSX,,,,,,,
Domestic,Q400,DH4,2390,2391,PDX,RNO,RNO,PDX,2217,2357,0140,0545,0728,0143,SSX,,,,,,,
Domestic,Q400,DH4,2392,2393,PDX,EAT,EAT,PDX,2230,2357,0127,0510,0644,0134,SSX,,,,,,,
Domestic,Q400,DH4,2394,2395,PDX,GEG,GEG,PDX,2235,2359,0124,0500,0630,0130,SSX,,,,,,,
Domestic,Q400,DH4,2304,2305,PDX,PSC,PSC,PDX,2237,0004,0127,0545,0722,0137,SSX,,,,,,,
Domestic,Q400,DH4,2396,2397,PDX,PUW,PUW,PDX,2238,2321,0043,0509,0552,0043,SSX,,,,,,,
Domestic,Q400,DH4,2398,2399,PDX,RDM,RDM,PDX,2238,2359,0121,0500,0625,0125,SSX,,,,,,,
Domestic,Q400,DH4,2402,2403,PDX,MFR,MFR,PDX,2250,0027,0137,0555,0732,0137,SSX,,,,,,,
Domestic,E145,E4X,5778,5779,DEN,COS,COS,DEN,0700,0810,0110,0850,0949,0059,SSX,,,,,,,
Domestic,E145,E4X,5746,5747,DEN,ABQ,ABQ,DEN,1000,1131,0131,1211,1330,0119,SSX,,,,,,,
Domestic,E145,E4X,6244,6245,PHX,BFL,BFL,PHX,1000,1145,0145,1225,1401,0136,SSX,,,,,,,
Domestic,E145,E4X,5684,5685,DEN,COS,COS,DEN,1000,1110,0110,1150,1249,0059,SSX,,,,,,,
Domestic,E145,E4X,5682,5683,DEN,DRO,DRO,DEN,1000,1123,0123,1203,1313,0110,SSX,,,,,,,
Domestic,E145,E4X,5706,5707,DEN,ELP,ELP,DEN,1000,1152,0152,1232,1412,0140,SSX,,,,,,,
Domestic,E145,E4X,6222,6223,PHX,ELP,ELP,PHX,1000,1130,0130,1210,1347,0137,SSX,,,,,,,
Domestic,E175,E7W,6226,6227,LAX,SAN,SAN,LAX,2242,2355,0113,0600,0704,0104,SSX,,,,,,,
Domestic,E145,E4X,6284,6285,PHX,FAT,FAT,PHX,1000,1153,0153,1233,1416,0143,SSX,,,,,,,
Domestic,E145,E4X,6254,6255,PHX,FLG,FLG,PHX,1000,1115,0115,1155,1310,0115,SSX,,,,,,,
Domestic,E145,E4X,5734,5735,DEN,GUC,GUC,DEN,1000,1116,0116,1156,1259,0103,SSX,,,,,,,
Domestic,E145,E4X,6204,6205,PHX,MAF,MAF,PHX,1000,1151,0151,1231,1435,0204,SSX,,,,,,,
Domestic,320/D,319W,3102,3103,LAX,SAT,SAT,LAX,1835,2330,0255,0750,0902,0312,AAA,,,,,,,
Domestic,E145,E4X,6290,6291,PHX,PSP,PSP,PHX,1000,1129,0129,1209,1332,0123,SSX,,,,,,,
Domestic,E145,E4X,6216,6217,PHX,PVU,PVU,PHX,1000,1144,0144,1224,1408,0144,SSX,,,,,,,
Domestic,E145,E4X,5686,5687,DEN,SAF,SAF,DEN,1000,1126,0126,1206,1321,0115,SSX,,,,,,,
Domestic,E145,E4X,6212,6213,PHX,SAF,SAF,PHX,1000,1132,0132,1212,1351,0139,SSX,,,,,,,
Domestic,E145,E4X,6262,6263,LAX,SBA,SBA,LAX,1000,1113,0113,1153,1255,0102,SSX,,,,,,,
Domestic,E145,E4X,6266,6267,LAX,SBA,SBA,LAX,2246,2359,0113,0600,0702,0102,SSX,,,,,,,
Domestic,E145,E4X,6238,6239,PHX,SBP,SBP,PHX,1000,1155,0155,1235,1419,0144,SSX,,,,,,,
